hour,inventory_time,inventory_tx,cm inv,unique_tx,unique_fp,unique_fn,tp_inv,tn_inv,fp_inv,fn_inv,fn_index_inv,fn_expiry_inv,FPR inv,FNR inv,Accuracy % inv,Reprocess % inv,total_tx,cm total,entry_tx,cm entry,added_tx,tp_entry,tn_entry,fp_entry,fn_entry,fn_index_entry,fn_expiry_entry,FPR Entry,FNR Entry,Accuracy % Entry,Reprocess % Entry,exit_tx,cm exit,exited_tx,block_tx,non_block,tp_exit,tn_exit,fp_exit,fn_exit,fn_index_exit,fn_expiry_exit,fn_index,fn_expiry,FPR Exit,FNR Exit,Accuracy % Exit,Reprocess % Exit,FPR,FNR,Accuracy %,Reprocess %,current_mempool_tx,shadow_mempool.size(),shadow size in bytes
142,511200,655936,3786,3553,0,19,2644,1115,0,27,0,19,0,0.00713154,100,0.713154,47788,7430267,44002,7430267,43645,347,43504,10,141,0,141,0.000227262,0.0032044,99.9773,0.32044,0,0,0,0,0,0,0,0,0,0,0,0,160,-nan,-nan,-nan,-nan,0.000209258,0.00351553,99.7359,0.351553,420157,1214283,2.37789e+08
143,514800,661712,5776,5410,0,4,3364,2408,0,4,0,4,0,0.000692521,100,0.0692521,54033,7478524,48257,7478524,47143,1097,46893,17,250,0,250,0.000352281,0.0051806,99.9648,0.51806,0,0,0,0,0,0,0,0,0,0,0,0,254,-nan,-nan,-nan,-nan,0.000314623,0.00470083,99.7057,0.470083,467300,1215233,2.37493e+08
144,518400,667196,5484,4697,2,46,2948,2488,2,46,0,46,0.000364697,0.00838804,99.9635,0.838804,51437,7524477,45953,7524477,44872,1048,44767,33,105,0,105,0.000718125,0.00228494,99.9282,0.228494,0,0,0,0,0,0,0,0,0,0,0,0,151,-nan,-nan,-nan,-nan,0.000680444,0.00293563,99.3618,0.293563,512172,1213363,2.37174e+08
145,522000,671387,4191,3933,0,3001,0,1049,0,3142,0,3001,0,0.749702,100,74.9702,50286,7570572,46095,7570572,46095,0,44887,0,1208,0,1208,0,0.0262067,100,2.62067,0,0,0,0,0,0,0,0,0,0,0,0,4209,-nan,-nan,-nan,-nan,0,0.0865052,100,8.65052,1,1208282,2.35935e+08
146,525600,675802,4415,4129,0,24,2914,1475,0,26,0,24,0,0.00588901,100,0.588901,49218,7615375,44803,7615375,44609,194,43829,0,780,0,780,0,0.0174095,100,1.74095,0,0,0,0,0,0,0,0,0,0,0,0,804,-nan,-nan,-nan,-nan,0,0.0163761,100,1.63761,44610,1200939,2.34539e+08
147,529200,681039,5237,4880,0,14,3070,2152,0,15,0,14,0,0.00286424,100,0.286424,51209,7661347,45972,7661347,45540,432,45017,0,523,0,523,0,0.0113765,100,1.13765,0,0,0,0,0,0,0,0,0,0,0,0,537,-nan,-nan,-nan,-nan,0,0.010506,100,1.0506,90150,1191761,2.32726e+08
148,532800,686535,5496,5092,0,33,3391,2067,0,38,0,33,0,0.00691412,100,0.691412,55059,7710910,49563,7710910,48816,747,47999,0,817,0,817,0,0.0164841,100,1.64841,0,0,0,0,0,0,0,0,0,0,0,0,850,-nan,-nan,-nan,-nan,0,0.0155288,100,1.55288,138966,1190820,2.32342e+08
149,536400,710731,24196,19622,0,582,4194,19345,0,657,0,582,0,0.0271532,100,2.71532,95082,7781796,70886,7781796,69555,1331,67735,0,1820,0,1820,0,0.025675,100,2.5675,0,0,0,0,0,0,0,0,0,0,0,0,2402,-nan,-nan,-nan,-nan,0,0.0260512,100,2.60512,208521,1212932,2.37279e+08
150,540000,714164,3433,2949,0,267,2728,401,0,304,0,267,0,0.0885523,100,8.85523,50452,7828815,47019,7828815,46154,864,44358,1,1796,0,1796,2.1268e-05,0.0381973,99.9979,3.81973,0,0,0,0,0,0,0,0,0,0,0,0,2063,-nan,-nan,-nan,-nan,1.98208e-05,0.0416237,99.9709,4.16237,254675,1205828,2.34799e+08
151,543600,718422,4258,3917,0,0,3987,270,0,1,0,0,0,0.000234852,100,0.0234852,64538,7889095,60280,7889095,59864,412,59301,4,563,0,563,6.6357e-05,0.00933975,99.9934,0.933975,0,0,0,0,0,0,0,0,0,0,0,0,563,-nan,-nan,-nan,-nan,6.1979e-05,0.00873904,99.9061,0.873904,314539,1212471,2.35195e+08
152,547200,722574,4152,3859,0,1,3831,318,0,3,0,1,0,0.000722543,100,0.0722543,60372,7945315,56220,7945315,55683,532,55189,5,494,0,494,8.89363e-05,0.00878691,99.9911,0.878691,0,0,0,0,0,0,0,0,0,0,0,0,495,-nan,-nan,-nan,-nan,8.28199e-05,0.00823229,99.8796,0.823229,370222,1215556,2.35312e+08
153,550800,726217,3643,3396,0,0,3407,236,0,0,0,0,0,0,100,0,56419,7998091,52776,7998091,52424,342,52055,10,369,0,369,0.00018948,0.00699181,99.981,0.699181,0,0,0,0,0,0,0,0,0,0,0,0,369,-nan,-nan,-nan,-nan,0.000177245,0.00654035,99.7255,0.654035,422646,1216198,2.33879e+08
154,554400,728910,2693,2185,0,3,2058,626,0,9,0,3,0,0.003342,100,0.3342,62286,8057684,59593,8057684,59035,521,58567,37,468,0,468,0.000620878,0.00785327,99.9379,0.785327,0,0,0,0,0,0,0,0,0,0,0,0,471,-nan,-nan,-nan,-nan,0.000594034,0.00765822,98.6261,0.765822,481681,1223052,2.33856e+08
155,558000,731259,2349,2071,0,1,1951,394,0,4,0,1,0,0.00170285,100,0.170285,51113,8106448,48764,8106448,48339,370,48049,55,290,0,290,0.00112788,0.00594701,99.8872,0.594701,0,0,0,0,0,0,0,0,0,0,0,0,291,-nan,-nan,-nan,-nan,0.00107605,0.00575196,97.6586,0.575196,530020,1221746,2.32883e+08
156,561600,733082,1823,1681,2,1,1607,213,2,1,0,1,0.00109709,0.000548546,99.8903,0.0548546,52398,8157023,50575,8157023,49893,603,49579,79,314,0,314,0.00156204,0.0062086,99.8438,0.62086,0,0,0,0,0,0,0,0,0,0,0,0,315,-nan,-nan,-nan,-nan,0.00154586,0.00601168,95.5568,0.601168,579913,1220175,2.32985e+08
157,565200,735042,1960,1789,0,1456,0,424,0,1536,0,1456,0,0.783673,100,78.3673,52637,8207700,50677,8207700,50677,0,50368,0,309,0,309,0,0.00609744,100,0.609744,0,0,0,0,0,0,0,0,0,0,0,0,1765,-nan,-nan,-nan,-nan,0,0.0350514,100,3.50514,1,1222221,2.33746e+08
158,568800,736707,1665,1569,0,2,1352,309,0,4,0,2,0,0.0024024,100,0.24024,50484,8256519,48819,8256519,48754,65,48570,0,184,0,184,0,0.00376902,100,0.376902,0,0,0,0,0,0,0,0,0,0,0,0,186,-nan,-nan,-nan,-nan,0,0.00372395,100,0.372395,48755,1222373,2.34843e+08
159,572400,742563,5856,5431,0,124,1075,4657,0,124,0,124,0,0.0211749,100,2.11749,50227,8300890,44371,8300890,44327,44,44159,0,168,0,168,0,0.00378626,100,0.378626,0,0,0,0,0,0,0,0,0,0,0,0,292,-nan,-nan,-nan,-nan,0,0.00581361,100,0.581361,93082,1222411,2.34987e+08
160,576000,743906,1343,1221,0,3,979,360,0,4,0,3,0,0.00297841,100,0.297841,45442,8344989,44099,8344989,43986,113,43875,0,111,0,111,0,0.00251706,100,0.251706,0,0,0,0,0,0,0,0,0,0,0,0,114,-nan,-nan,-nan,-nan,0,0.0025307,100,0.25307,137068,1215608,2.34076e+08
161,579600,745297,1391,1309,0,2,1069,320,0,2,0,2,0,0.00143781,100,0.143781,46846,8390444,45455,8390444,45359,96,45271,0,88,0,88,0,0.00193598,100,0.193598,0,0,0,0,0,0,0,0,0,0,0,0,90,-nan,-nan,-nan,-nan,0,0.00192119,100,0.192119,182427,1215224,2.33672e+08
162,583200,745856,559,491,0,4,324,231,0,4,0,4,0,0.00715563,100,0.715563,43905,8433790,43346,8433790,43241,105,43151,0,90,0,90,0,0.00207632,100,0.207632,0,0,0,0,0,0,0,0,0,0,0,0,94,-nan,-nan,-nan,-nan,0,0.00214099,100,0.214099,225668,1215322,2.34302e+08
163,586800,749089,3233,3040,0,73,2808,349,0,76,0,73,0,0.0235076,100,2.35076,52475,8483032,49242,8483032,48751,490,48658,1,93,0,93,2.03079e-05,0.00188863,99.998,0.188863,0,0,0,0,0,0,0,0,0,0,0,0,166,-nan,-nan,-nan,-nan,1.90567e-05,0.00322058,99.9691,0.322058,274419,1217629,2.35023e+08
164,590400,750993,1904,1746,0,7,1413,482,0,9,0,7,0,0.00472689,100,0.472689,48039,8529167,46135,8529167,46035,100,45911,0,124,0,124,0,0.00268776,100,0.268776,0,0,0,0,0,0,0,0,0,0,0,0,131,-nan,-nan,-nan,-nan,0,0.00276858,100,0.276858,320454,1211889,2.34616e+08
165,594000,752156,1163,1088,0,3,800,358,0,5,0,3,0,0.00429923,100,0.429923,46908,8574912,45745,8574912,45628,115,45558,2,70,0,70,4.37206e-05,0.00153022,99.9956,0.153022,0,0,0,0,0,0,0,0,0,0,0,0,73,-nan,-nan,-nan,-nan,4.26366e-05,0.00159887,99.828,0.159887,366082,1210006,2.34513e+08
166,597600,752984,828,779,0,13,594,221,0,13,0,13,0,0.0157005,100,1.57005,43741,8617825,42913,8617825,42769,130,42678,14,91,0,91,0.000326241,0.00212057,99.9674,0.212057,0,0,0,0,0,0,0,0,0,0,0,0,104,-nan,-nan,-nan,-nan,0.000320066,0.00237763,98.3092,0.237763,408851,1208735,2.3429e+08
167,601200,754137,1153,977,0,3,781,367,0,5,0,3,0,0.00433651,100,0.433651,46969,8663641,45816,8663641,45593,212,45498,11,95,0,95,0.000240091,0.00207351,99.976,0.207351,0,0,0,0,0,0,0,0,0,0,0,0,98,-nan,-nan,-nan,-nan,0.000234197,0.00212906,99.046,0.212906,454444,1210185,2.34502e+08
168,604800,755478,1341,1222,0,2,977,362,0,2,0,2,0,0.00149142,100,0.149142,47720,8710020,46379,8710020,46099,254,46054,26,45,0,45,0.000560599,0.000970267,99.9439,0.0970267,0,0,0,0,0,0,0,0,0,0,0,0,47,-nan,-nan,-nan,-nan,0.000544845,0.000984912,98.0611,0.0984912,500543,1209566,2.34233e+08
169,608400,758600,3122,2524,0,1357,0,1704,0,1418,0,1357,0,0.454196,100,45.4196,44303,8751201,41181,8751201,41181,0,40716,0,465,0,465,0,0.0112916,100,1.12916,0,0,0,0,0,0,0,0,0,0,0,0,1822,-nan,-nan,-nan,-nan,0,0.0425028,100,4.25028,1,1205176,2.33113e+08
170,612000,761272,2672,2495,0,20,1985,665,0,22,0,20,0,0.00823353,100,0.823353,49336,8797865,46664,8797865,46456,208,46325,0,131,0,131,0,0.0028073,100,0.28073,0,0,0,0,0,0,0,0,0,0,0,0,151,-nan,-nan,-nan,-nan,0,0.00310118,100,0.310118,46457,1207172,2.33328e+08
171,615600,765215,3943,3708,0,14,1250,2677,0,16,0,14,0,0.00405782,100,0.405782,46810,8840732,42867,8840732,42765,102,42590,0,175,0,175,0,0.00408239,100,0.408239,0,0,0,0,0,0,0,0,0,0,0,0,189,-nan,-nan,-nan,-nan,0,0.00408032,100,0.408032,89222,1205587,2.33042e+08
172,619200,768098,2883,2802,0,7,828,2047,0,8,0,7,0,0.00277489,100,0.277489,50655,8888504,47772,8888504,47483,289,47292,0,191,0,191,0,0.00399816,100,0.399816,0,0,0,0,0,0,0,0,0,0,0,0,198,-nan,-nan,-nan,-nan,0,0.00392854,100,0.392854,136705,1208109,2.33185e+08
173,622800,769845,1747,1681,0,5,746,993,0,8,0,5,0,0.00457928,100,0.457928,47124,8933881,45377,8933881,45072,305,44866,0,206,0,206,0,0.00453974,100,0.453974,0,0,0,0,0,0,0,0,0,0,0,0,211,-nan,-nan,-nan,-nan,0,0.00454121,100,0.454121,181777,1203905,2.32214e+08
174,626400,772863,3018,2853,0,13,809,2196,0,13,0,13,0,0.00430749,100,0.430749,50509,8981372,47491,8981372,46755,732,46594,4,161,0,161,8.42265e-05,0.00339012,99.9916,0.339012,0,0,0,0,0,0,0,0,0,0,0,0,174,-nan,-nan,-nan,-nan,7.91938e-05,0.00344493,99.8675,0.344493,228532,1185351,2.27706e+08
175,630000,775791,2928,2815,0,28,798,2102,0,28,0,28,0,0.00956284,100,0.956284,47832,9026276,44904,9026276,44445,456,44239,3,206,0,206,6.68092e-05,0.00458756,99.9933,0.458756,0,0,0,0,0,0,0,0,0,0,0,0,234,-nan,-nan,-nan,-nan,6.27195e-05,0.00489212,99.8975,0.489212,272977,1183302,2.27465e+08
176,633600,778243,2452,2350,0,4,905,1542,0,5,0,4,0,0.00203915,100,0.203915,50720,9074544,48268,9074544,47920,346,47799,2,121,0,121,4.14353e-05,0.00250684,99.9959,0.250684,0,0,0,0,0,0,0,0,0,0,0,0,125,-nan,-nan,-nan,-nan,3.94322e-05,0.00248423,99.9184,0.248423,320897,1171743,2.26431e+08
177,637200,779460,1217,1135,0,1,746,470,0,1,0,1,0,0.000821693,100,0.0821693,46604,9119931,45387,9119931,44967,413,44836,7,131,0,131,0.000154229,0.00288629,99.9846,0.288629,0,0,0,0,0,0,0,0,0,0,0,0,132,-nan,-nan,-nan,-nan,0.000150202,0.00283238,99.4248,0.283237,365864,1161200,2.24511e+08
178,640800,781465,2005,1796,0,7,1146,852,0,7,0,7,0,0.00349127,100,0.349127,50579,9168505,48574,9168505,47831,725,47595,18,236,0,236,0.000370569,0.00485857,99.9629,0.485857,0,0,0,0,0,0,0,0,0,0,0,0,243,-nan,-nan,-nan,-nan,0.000355879,0.00480437,99.1022,0.480437,413695,1157050,2.2436e+08
179,644400,784317,2852,2744,0,4,785,2063,0,4,0,4,0,0.00140252,100,0.140252,47128,9212781,44276,9212781,43817,446,43734,13,83,0,83,0.000293613,0.0018746,99.9706,0.18746,0,0,0,0,0,0,0,0,0,0,0,0,87,-nan,-nan,-nan,-nan,0.000275845,0.00184604,99.5442,0.184604,457512,1142845,2.22448e+08
180,648000,786233,1916,1821,1,2,778,1135,1,2,0,2,0.000521921,0.00104384,99.9478,0.104384,47070,9257935,45154,9257935,44545,574,44428,35,117,0,117,0.000775125,0.00259113,99.9225,0.259113,0,0,0,0,0,0,0,0,0,0,0,0,119,-nan,-nan,-nan,-nan,0.000764818,0.00252815,98.1211,0.252815,502057,1138291,2.21842e+08
181,651600,787378,1145,1091,0,797,0,316,0,829,0,797,0,0.724017,100,72.4017,45793,9302583,44648,9302583,44648,0,43923,0,725,0,725,0,0.0162381,100,1.62381,0,0,0,0,0,0,0,0,0,0,0,0,1522,-nan,-nan,-nan,-nan,0,0.0339353,100,3.39353,1,1132923,2.20919e+08
182,655200,790002,2624,2452,0,11,526,2086,0,12,0,11,0,0.00457317,100,0.457317,45752,9345711,43128,9345711,42752,376,41967,0,785,0,785,0,0.0182016,100,1.82016,0,0,0,0,0,0,0,0,0,0,0,0,796,-nan,-nan,-nan,-nan,0,0.01742,100,1.742,42753,1124342,2.19089e+08
183,658800,795334,5332,1249,0,63,706,4563,0,63,0,63,0,0.0118155,100,1.18155,47045,9387424,41713,9387424,41508,205,40999,0,509,0,509,0,0.0122024,100,1.22024,0,0,0,0,0,0,0,0,0,0,0,0,572,-nan,-nan,-nan,-nan,0,0.0121586,100,1.21586,84261,1117094,2.1657e+08
184,662400,797598,2264,2127,0,8,956,1299,0,9,0,8,0,0.00397527,100,0.397527,45923,9431083,43659,9431083,43302,353,42713,4,589,0,589,9.16191e-05,0.0134909,99.9908,1.34909,0,0,0,0,0,0,0,0,0,0,0,0,597,-nan,-nan,-nan,-nan,8.71023e-05,0.0130218,99.8233,1.30218,127563,1115492,2.15818e+08
185,666000,799658,2060,1927,0,5,1471,583,0,6,0,5,0,0.00291262,100,0.291262,46761,9475784,44701,9475784,44480,220,44264,1,216,0,216,2.23709e-05,0.00483211,99.9978,0.483211,0,0,0,0,0,0,0,0,0,0,0,0,221,-nan,-nan,-nan,-nan,2.13853e-05,0.00474755,99.9515,0.474755,172043,1115695,2.15294e+08
186,669600,808542,8884,7752,0,41,4755,4088,0,41,0,41,0,0.00461504,100,0.461504,53092,9519992,44208,9519992,43494,707,42984,7,510,0,510,0.000158342,0.0115364,99.9842,1.15364,0,0,0,0,0,0,0,0,0,0,0,0,551,-nan,-nan,-nan,-nan,0.000131847,0.0103782,99.9212,1.03782,215537,1113076,2.14717e+08
187,673200,815332,6790,6356,0,12,3331,3446,0,13,0,12,0,0.00191458,100,0.191458,55655,9568857,48865,9568857,47874,975,47317,16,557,0,557,0.000327433,0.0113988,99.9673,1.13988,0,0,0,0,0,0,0,0,0,0,0,0,569,-nan,-nan,-nan,-nan,0.000287485,0.0102417,99.7644,1.02417,263411,1117716,2.14947e+08
188,676800,819840,4508,4272,1,4,2766,1735,1,6,0,4,0.000221828,0.00133097,99.9778,0.133097,51463,9615812,46955,9615812,46378,566,46001,11,377,0,377,0.000234267,0.00802896,99.9766,0.802896,0,0,0,0,0,0,0,0,0,0,0,0,381,-nan,-nan,-nan,-nan,0.000233177,0.00744224,99.7338,0.744224,309789,1115155,2.13641e+08
189,680400,826297,6457,6113,0,28,2407,4022,0,28,0,28,0,0.00433638,100,0.433638,53766,9663121,47309,9663121,45908,1366,45215,35,693,0,693,0.000739817,0.0146484,99.926,1.46484,0,0,0,0,0,0,0,0,0,0,0,0,721,-nan,-nan,-nan,-nan,0.000650969,0.01341,99.458,1.341,355697,1114091,2.12678e+08
190,684000,832653,6356,5982,2,37,1705,4609,2,40,0,37,0.000314663,0.00629327,99.9685,0.629327,50451,9707216,44095,9707216,41897,2147,41373,51,524,0,524,0.00115659,0.0118834,99.8843,1.18834,0,0,0,0,0,0,0,0,0,0,0,0,561,-nan,-nan,-nan,-nan,0.00105052,0.0111792,99.1661,1.11792,397594,1109744,2.11628e+08
191,687600,839171,6518,6176,2,20,1192,5294,4,28,0,20,0.000613685,0.0042958,99.9386,0.42958,58866,9759564,52348,9759564,49792,2497,49205,59,587,0,587,0.00112707,0.0112134,99.8873,1.12134,0,0,0,0,0,0,0,0,0,0,0,0,607,-nan,-nan,-nan,-nan,0.00107023,0.0104475,99.0334,1.04475,447386,1116571,2.12423e+08
192,691200,842580,3409,3293,1,1,1245,2162,1,1,0,1,0.000293341,0.000293341,99.9707,0.0293341,56424,9812579,53015,9812579,50323,2605,49952,87,371,0,371,0.00164104,0.00699802,99.8359,0.699802,0,0,0,0,0,0,0,0,0,0,0,0,372,-nan,-nan,-nan,-nan,0.00155962,0.00659294,97.4186,0.659294,497709,1120608,2.12579e+08
193,694800,852532,9952,8729,0,1729,0,8170,0,1782,0,1729,0,0.179059,100,17.9059,59843,9862470,49891,9862470,49891,0,46527,0,3364,0,3364,0,0.067427,100,6.7427,0,0,0,0,0,0,0,0,0,0,0,0,5093,-nan,-nan,-nan,-nan,0,0.0859917,100,8.59917,1,1121859,2.12439e+08
194,698400,856715,4183,3933,0,53,2132,1984,0,67,0,53,0,0.0160172,100,1.60172,51098,9909385,46915,9909385,46798,117,45820,0,978,0,978,0,0.0208462,100,2.08462,0,0,0,0,0,0,0,0,0,0,0,0,1031,-nan,-nan,-nan,-nan,0,0.0204509,100,2.04509,46799,1127187,2.13043e+08
195,702000,860281,3566,3341,0,8,2817,741,0,8,0,8,0,0.00224341,100,0.224341,46662,9952481,43096,9952481,42926,168,42008,2,918,0,918,4.6408e-05,0.0213013,99.9954,2.13013,0,0,0,0,0,0,0,0,0,0,0,0,926,-nan,-nan,-nan,-nan,4.28614e-05,0.0198448,99.9439,1.98448,89725,1122662,2.11988e+08
196,705600,865559,5278,4931,1,27,3211,2035,1,31,0,27,0.000189466,0.00587344,99.981,0.587344,51942,9999145,46664,9999145,46185,470,45580,9,605,0,605,0.000192868,0.012965,99.9807,1.2965,0,0,0,0,0,0,0,0,0,0,0,0,632,-nan,-nan,-nan,-nan,0.000192522,0.0122444,99.8105,1.22444,135910,1125369,2.11759e+08
197,709200,869676,4117,3902,0,13,2652,1450,0,15,0,13,0,0.00364343,100,0.364343,50629,10045657,46512,10045657,45816,686,45292,10,524,0,524,0.000214998,0.0112659,99.9785,1.12659,0,0,0,0,0,0,0,0,0,0,0,0,537,-nan,-nan,-nan,-nan,0.000197515,0.0106461,99.7571,1.06461,181726,1123285,2.11029e+08
198,712800,875620,5944,5581,2,26,2794,3119,2,29,0,26,0.000336474,0.00487887,99.9664,0.487887,55335,10095048,49391,10095048,48945,409,48452,37,493,0,493,0.000749124,0.00998158,99.9251,0.998158,0,0,0,0,0,0,0,0,0,0,0,0,519,-nan,-nan,-nan,-nan,0.000704798,0.00943345,99.3439,0.943345,230671,1127228,2.11679e+08
199,716400,879577,3957,3676,0,13,2516,1428,0,13,0,13,0,0.00328532,100,0.328532,51389,10142480,47432,10142480,46667,710,46147,55,520,0,520,0.00115955,0.0109631,99.884,1.09631,0,0,0,0,0,0,0,0,0,0,0,0,533,-nan,-nan,-nan,-nan,0.00107027,0.0103719,98.6101,1.03719,277338,1126122,2.10994e+08
200,720000,884115,4538,4189,1,4,2637,1894,1,6,0,4,0.000220361,0.00132217,99.978,0.132217,54489,10192431,49951,10192431,49110,785,48676,56,434,0,434,0.0011211,0.00868852,99.8879,0.868851,0,0,0,0,0,0,0,0,0,0,0,0,438,-nan,-nan,-nan,-nan,0.00104608,0.00807502,98.7439,0.807502,326448,1131110,2.12471e+08
201,723600,890121,6006,5663,3,8,2773,3220,3,10,0,8,0.0004995,0.001665,99.9501,0.1665,57929,10244354,51923,10244354,50988,867,50706,68,282,0,282,0.00130963,0.00543112,99.869,0.543112,0,0,0,0,0,0,0,0,0,0,0,0,290,-nan,-nan,-nan,-nan,0.00122564,0.00504065,98.8178,0.504065,377436,1133790,2.12268e+08
202,727200,892951,2830,2637,0,1,2552,277,0,1,0,1,0,0.000353357,100,0.0353357,50014,10291538,47184,10291538,46232,877,45792,75,440,0,440,0.00158952,0.0093252,99.841,0.932519,0,0,0,0,0,0,0,0,0,0,0,0,441,-nan,-nan,-nan,-nan,0.00149958,0.00881753,97.3498,0.881753,423668,1135282,2.11667e+08
203,730800,897376,4425,4175,0,11,2570,1844,0,11,0,11,0,0.00248588,100,0.248588,51689,10338802,47264,10338802,46247,928,45980,89,267,0,267,0.00188304,0.00564912,99.8117,0.564912,0,0,0,0,0,0,0,0,0,0,0,0,278,-nan,-nan,-nan,-nan,0.00172184,0.00537832,97.9887,0.537832,469915,1133298,2.11412e+08
204,734400,901044,3668,3408,1,2,2338,1327,1,2,0,2,0.000272628,0.000545256,99.9727,0.0545256,47645,10382779,43977,10382779,43047,842,42794,88,253,0,253,0.00200105,0.00575301,99.7999,0.575301,0,0,0,0,0,0,0,0,0,0,0,0,255,-nan,-nan,-nan,-nan,0.00186798,0.00535208,97.5736,0.535208,512962,1132882,2.11074e+08
205,738000,903892,2848,2719,0,1428,0,1373,0,1475,0,1428,0,0.517907,100,51.7907,48721,10428652,45873,10428652,45873,0,44804,0,1069,0,1069,0,0.0233035,100,2.33035,0,0,0,0,0,0,0,0,0,0,0,0,2497,-nan,-nan,-nan,-nan,0,0.0522157,100,5.22157,1,1133074,2.11076e+08
206,741600,907162,3270,3087,0,49,2409,810,0,51,0,49,0,0.0155963,100,1.55963,50539,10475921,47269,10475921,47152,117,46128,0,1024,0,1024,0,0.0216632,100,2.16632,0,0,0,0,0,0,0,0,0,0,0,0,1073,-nan,-nan,-nan,-nan,0,0.0212707,100,2.12707,47153,1135619,2.11687e+08
207,745200,911444,4282,4059,0,20,2360,1897,0,25,0,20,0,0.00583839,100,0.583839,48618,10520257,44336,10520257,43949,383,43441,4,508,0,508,9.02201e-05,0.011458,99.991,1.1458,0,0,0,0,0,0,0,0,0,0,0,0,528,-nan,-nan,-nan,-nan,8.22741e-05,0.010963,99.9066,1.0963,91102,1136881,2.11465e+08
208,748800,916699,5255,4716,0,9,2342,2901,0,12,0,9,0,0.00228354,100,0.228354,49629,10564631,44374,10564631,43831,537,43220,6,611,0,611,0.000135214,0.0137693,99.9865,1.37693,0,0,0,0,0,0,0,0,0,0,0,0,620,-nan,-nan,-nan,-nan,0.000120897,0.0125531,99.8858,1.25531,134933,1139095,2.12515e+08
209,752400,919862,3163,2987,2,15,1583,1563,2,15,0,15,0.000632311,0.00474233,99.9368,0.474233,54919,10616387,51756,10616387,51130,620,50633,6,497,0,497,0.000115929,0.00960275,99.9884,0.960275,0,0,0,0,0,0,0,0,0,0,0,0,512,-nan,-nan,-nan,-nan,0.000145669,0.00932282,99.7471,0.932282,186063,1146824,2.13584e+08
210,756000,923282,3420,3267,1,17,1509,1892,1,18,0,17,0.000292398,0.00526316,99.9708,0.526316,52217,10665184,48797,10665184,48146,641,47643,10,503,0,503,0.000204931,0.010308,99.9795,1.0308,0,0,0,0,0,0,0,0,0,0,0,0,520,-nan,-nan,-nan,-nan,0.000210659,0.00997759,99.6784,0.997759,234209,1150704,2.14154e+08
211,759600,925873,2591,2454,0,6,2102,483,0,6,0,6,0,0.00231571,100,0.231571,51899,10714492,49308,10714492,48630,664,48227,14,403,0,403,0.00028393,0.00817312,99.9716,0.817312,0,0,0,0,0,0,0,0,0,0,0,0,409,-nan,-nan,-nan,-nan,0.000269755,0.00788069,99.4597,0.788069,282839,1155756,2.14959e+08
212,763200,930901,5028,4725,1,30,2159,2837,1,31,0,30,0.000198886,0.00616547,99.9801,0.616547,55574,10765038,50546,10765038,49638,883,49229,25,409,0,409,0.000494599,0.00809164,99.9505,0.809164,0,0,0,0,0,0,0,0,0,0,0,0,439,-nan,-nan,-nan,-nan,0.000467845,0.00791737,99.4829,0.791737,332477,1157262,2.15227e+08
213,766800,934506,3605,3453,0,12,1627,1966,0,12,0,12,0,0.00332871,100,0.332871,49833,10811266,46228,10811266,45328,863,44940,37,388,0,388,0.000800381,0.00839318,99.92,0.839318,0,0,0,0,0,0,0,0,0,0,0,0,400,-nan,-nan,-nan,-nan,0.00074248,0.00802681,98.9736,0.802681,377805,1156382,2.15167e+08
214,770400,937268,2762,2594,5,16,1655,1083,5,19,0,16,0.00181028,0.00687907,99.819,0.687907,49087,10857591,46325,10857591,45495,755,44971,75,524,0,524,0.001619,0.0113114,99.8381,1.13114,0,0,0,0,0,0,0,0,0,0,0,0,540,-nan,-nan,-nan,-nan,0.00162976,0.011062,97.1035,1.1062,423300,1156145,2.16868e+08
215,774000,943130,5862,3616,3,8,1555,4296,3,8,0,8,0.000511771,0.00136472,99.9488,0.136472,54576,10906305,48714,10906305,47925,708,47675,81,250,0,250,0.00166277,0.00513199,99.8337,0.5132,0,0,0,0,0,0,0,0,0,0,0,0,258,-nan,-nan,-nan,-nan,0.00153914,0.00472735,98.567,0.472735,471225,1162556,2.20992e+08
216,777600,945627,2497,2356,3,6,1686,800,3,8,0,6,0.00120144,0.00320384,99.8799,0.320384,50810,10954618,48313,10954618,47624,589,47358,100,266,0,266,0.00206984,0.00550576,99.793,0.550576,0,0,0,0,0,0,0,0,0,0,0,0,272,-nan,-nan,-nan,-nan,0.00202716,0.00539264,95.875,0.539264,518849,1160566,2.22392e+08
217,781200,959482,13855,9646,0,3321,0,10351,0,3504,0,3321,0,0.252905,100,25.2905,67998,11008761,54143,11008761,54143,0,50913,0,3230,0,3230,0,0.0596568,100,5.96568,0,0,0,0,0,0,0,0,0,0,0,0,6551,-nan,-nan,-nan,-nan,0,0.0990323,100,9.90323,1,1161591,2.24186e+08
218,784800,972064,12582,11418,0,156,4560,7830,0,192,0,156,0,0.0152599,100,1.52599,67304,11063483,54722,11063483,52895,1818,50302,9,2593,0,2593,0.000164468,0.047385,99.9836,4.7385,0,0,0,0,0,0,0,0,0,0,0,0,2749,-nan,-nan,-nan,-nan,0.000133722,0.0413794,99.9285,4.13794,52896,1164917,2.26579e+08
