hour,inventory_time,inventory_tx,cm inv,unique_tx,unique_fp,unique_fn,tp_inv,tn_inv,fp_inv,fn_inv,fn_index_inv,fn_expiry_inv,FPR inv,FNR inv,Accuracy % inv,Reprocess % inv,total_tx,cm total,entry_tx,cm entry,added_tx,tp_entry,tn_entry,fp_entry,fn_entry,fn_index_entry,fn_expiry_entry,FPR Entry,FNR Entry,Accuracy % Entry,Reprocess % Entry,exit_tx,cm exit,exited_tx,block_tx,non_block,tp_exit,tn_exit,fp_exit,fn_exit,fn_index_exit,fn_expiry_exit,fn_index,fn_expiry,FPR Exit,FNR Exit,Accuracy % Exit,Reprocess % Exit,FPR,FNR,Accuracy %,Reprocess %,current_mempool_tx,shadow_mempool.size(),shadow size in bytes
219,788400,985064,13000,11613,1,151,6298,6516,1,185,0,151,7.69231e-05,0.0142308,99.9923,1.42308,68417,11118900,55417,11118900,52379,3017,50689,21,1690,0,1690,0.000378945,0.0304961,99.9621,3.04961,0,0,0,0,0,0,0,0,0,0,0,0,1841,-nan,-nan,-nan,-nan,0.000321558,0.0274055,99.8308,2.74055,105275,1170407,2.29101e+08
220,792000,999549,14485,12929,7,122,5762,8543,7,173,0,122,0.000483259,0.0119434,99.9517,1.19434,72422,11176837,57937,11176837,53199,4678,51741,60,1458,0,1458,0.00103561,0.0251653,99.8964,2.51653,0,0,0,0,0,0,0,0,0,0,0,0,1580,-nan,-nan,-nan,-nan,0.000925133,0.0225208,99.5375,2.25208,158474,1179927,2.32732e+08
221,795600,1012546,12997,11879,3,65,4755,8155,3,84,0,65,0.000230822,0.00646303,99.9769,0.646303,70498,11234338,57501,11234338,53299,4135,52501,67,798,0,798,0.0011652,0.013878,99.8835,1.3878,0,0,0,0,0,0,0,0,0,0,0,0,863,-nan,-nan,-nan,-nan,0.000992936,0.012511,99.4614,1.2511,211773,1186945,2.34944e+08
222,799200,1025750,13204,11956,7,28,4978,8185,8,33,0,28,0.000605877,0.00249924,99.9394,0.249924,75107,11296241,61903,11296241,57391,4441,56782,71,609,0,609,0.00114696,0.00983797,99.8853,0.983797,0,0,0,0,0,0,0,0,0,0,0,0,637,-nan,-nan,-nan,-nan,0.00105183,0.00854781,99.4017,0.854781,269164,1198369,2.38482e+08
223,802800,1037639,11889,10801,9,38,4802,7029,10,48,0,38,0.000841114,0.00403735,99.9159,0.403735,70894,11355246,59005,11355246,53512,5376,52856,117,656,0,656,0.00198288,0.0111177,99.8017,1.11177,0,0,0,0,0,0,0,0,0,0,0,0,694,-nan,-nan,-nan,-nan,0.00179141,0.00993032,98.9318,0.993032,322676,1202746,2.39906e+08
224,806400,1051839,14200,12794,12,18,5171,8981,12,36,0,18,0.00084507,0.00253521,99.9155,0.253521,75222,11416268,61022,11416268,54115,6753,53663,154,452,0,452,0.00252368,0.00740716,99.7476,0.740716,0,0,0,0,0,0,0,0,0,0,0,0,470,-nan,-nan,-nan,-nan,0.0022068,0.00648746,98.831,0.648746,376791,1210471,2.42461e+08
225,810000,1065968,14129,12811,14,21,5120,8957,15,37,0,21,0.00106165,0.00261873,99.8938,0.261873,75428,11477567,61299,11477567,53782,7291,53386,226,396,0,396,0.00368685,0.00646014,99.6313,0.646014,0,0,0,0,0,0,0,0,0,0,0,0,417,-nan,-nan,-nan,-nan,0.0031951,0.00574057,98.2943,0.574057,430573,1215079,2.43206e+08
226,813600,1080018,14050,12688,19,20,4913,9073,20,44,0,20,0.00142349,0.00313167,99.8577,0.313167,72292,11535809,58242,11535809,51197,6799,50863,246,334,0,334,0.00422376,0.00573469,99.5776,0.573469,0,0,0,0,0,0,0,0,0,0,0,0,354,-nan,-nan,-nan,-nan,0.00367952,0.00522879,98.1068,0.522879,481770,1216238,2.44431e+08
227,817200,1094349,14331,12867,39,54,5223,8978,42,88,0,54,0.00293071,0.00614053,99.7069,0.614053,75872,11597350,61541,11597350,53416,7767,53053,358,363,0,363,0.00581726,0.00589851,99.4183,0.589851,0,0,0,0,0,0,0,0,0,0,0,0,417,-nan,-nan,-nan,-nan,0.00527204,0.00594422,97.2088,0.594422,535186,1222764,2.4765e+08
228,820800,1107479,13130,11784,31,9,5026,8043,32,29,0,9,0.00243717,0.00220868,99.7563,0.220868,71821,11656041,58691,11656041,50965,7396,50803,330,162,0,162,0.00562267,0.00276022,99.4377,0.276022,0,0,0,0,0,0,0,0,0,0,0,0,171,-nan,-nan,-nan,-nan,0.00504031,0.00265939,97.243,0.265939,586151,1228525,2.49656e+08
229,824400,1120737,13258,11805,0,5174,0,7521,0,5737,0,5174,0,0.43272,100,43.272,68452,11711235,55194,11711235,55194,0,48641,0,6553,0,6553,0,0.118727,100,11.8727,0,0,0,0,0,0,0,0,0,0,0,0,11727,-nan,-nan,-nan,-nan,0,0.179542,100,17.9542,1,1233880,2.51792e+08
230,828000,1133408,12671,11144,0,465,4950,7157,0,564,0,465,0,0.0445111,100,4.45111,66152,11764716,53481,11764716,52067,1413,46440,1,5627,0,5627,1.86982e-05,0.105215,99.9981,10.5215,0,0,0,0,0,0,0,0,0,0,0,0,6092,-nan,-nan,-nan,-nan,1.51167e-05,0.0935875,99.9921,9.35875,52068,1235520,2.53062e+08
231,831600,1145612,12204,10574,1,413,5372,6359,1,472,0,413,8.19404e-05,0.0386758,99.9918,3.86758,65282,11817794,53078,11817794,49403,3631,45241,44,4162,0,4162,0.000828969,0.0784129,99.9171,7.84129,0,0,0,0,0,0,0,0,0,0,0,0,4575,-nan,-nan,-nan,-nan,0.000689317,0.0709843,99.6313,7.09843,101471,1234750,2.53642e+08
232,835200,1160315,14703,12800,2,302,6056,8296,2,349,0,302,0.000136027,0.0237367,99.9864,2.37367,71045,11874136,56342,11874136,51024,5251,48060,67,2964,0,2964,0.00118917,0.0526073,99.8811,5.26073,0,0,0,0,0,0,0,0,0,0,0,0,3266,-nan,-nan,-nan,-nan,0.000971215,0.0466324,99.5307,4.66324,152495,1239309,2.56423e+08
233,838800,1176571,16256,13838,8,489,7285,8425,8,538,0,489,0.000492126,0.0330955,99.9508,3.30955,75882,11933762,59626,11933762,52615,6887,50266,124,2349,0,2349,0.00207963,0.0393956,99.792,3.93956,0,0,0,0,0,0,0,0,0,0,0,0,2838,-nan,-nan,-nan,-nan,0.00173954,0.0380459,99.188,3.80459,205110,1246291,2.5801e+08
234,842400,1189029,12458,10936,7,69,6111,6243,7,97,0,69,0.000561888,0.00778616,99.9438,0.778616,71628,11992932,59170,11992932,53901,5183,52860,86,1041,0,1041,0.00145344,0.0175934,99.8547,1.75934,0,0,0,0,0,0,0,0,0,0,0,0,1110,-nan,-nan,-nan,-nan,0.00129837,0.0158876,99.2535,1.58876,259011,1249002,2.59062e+08
235,846000,1201779,12750,11177,13,154,5545,7008,13,184,0,154,0.00101961,0.0144314,99.898,1.44314,68109,12048291,55359,12048291,49996,5232,48387,131,1609,0,1609,0.00236637,0.0290648,99.7634,2.90648,0,0,0,0,0,0,0,0,0,0,0,0,1763,-nan,-nan,-nan,-nan,0.00211426,0.0263254,98.8706,2.63254,309007,1249397,2.59642e+08
236,849600,1214206,12427,10854,14,40,5479,6873,15,60,0,40,0.00120705,0.0048282,99.8793,0.48282,66632,12102496,54205,12102496,48334,5700,47537,171,797,0,797,0.00315469,0.0147034,99.6845,1.47034,0,0,0,0,0,0,0,0,0,0,0,0,837,-nan,-nan,-nan,-nan,0.00279145,0.0128617,98.5033,1.28617,357341,1248071,2.59628e+08
237,853200,1223821,9615,8514,4,64,4930,4607,7,71,0,64,0.000728029,0.0073843,99.9272,0.73843,62893,12155774,53278,12155774,47387,5720,46338,171,1049,0,1049,0.00320958,0.0196892,99.679,1.96892,0,0,0,0,0,0,0,0,0,0,0,0,1113,-nan,-nan,-nan,-nan,0.0028302,0.017808,98.1487,1.7808,404728,1246258,2.59802e+08
238,856800,1235694,11873,10324,13,61,5001,6787,14,71,0,61,0.00117915,0.00597995,99.8821,0.597995,61761,12205662,49888,12205662,43584,6069,42664,235,920,0,920,0.00471055,0.0184413,99.5289,1.84413,0,0,0,0,0,0,0,0,0,0,0,0,981,-nan,-nan,-nan,-nan,0.00403167,0.0160457,97.9028,1.60457,448312,1244392,2.60053e+08
239,860400,1247939,12245,10792,25,48,4431,7720,25,69,0,48,0.00204165,0.00563495,99.7958,0.563495,61577,12254994,49332,12254994,42888,6118,42226,326,662,0,662,0.00660829,0.0134193,99.3392,1.34193,0,0,0,0,0,0,0,0,0,0,0,0,710,-nan,-nan,-nan,-nan,0.00570018,0.0118713,97.1335,1.18713,491200,1241677,2.58388e+08
240,864000,1262977,15038,13141,57,95,5234,9628,60,116,0,95,0.00398989,0.00771379,99.601,0.771379,71129,12311085,56091,12311085,46843,8838,46009,410,834,0,834,0.00730955,0.0148687,99.269,1.48687,0,0,0,0,0,0,0,0,0,0,0,0,929,-nan,-nan,-nan,-nan,0.00660771,0.013356,96.8746,1.3356,538043,1240617,2.55683e+08
241,867600,1270526,7549,6545,0,2906,0,4376,0,3173,0,2906,0,0.420321,100,42.0321,55536,12359072,47987,12359072,47987,0,44219,0,3768,0,3768,0,0.0785213,100,7.85213,0,0,0,0,0,0,0,0,0,0,0,0,6674,-nan,-nan,-nan,-nan,0,0.124982,100,12.4982,1,1236668,2.53651e+08
242,871200,1282116,11590,5737,0,287,3002,7977,0,611,0,287,0,0.0527179,100,5.27179,59796,12407278,48206,12407278,48105,101,46852,0,1253,0,1253,0,0.0259926,100,2.59926,0,0,0,0,0,0,0,0,0,0,0,0,1540,-nan,-nan,-nan,-nan,0,0.0311727,100,3.11727,48106,1232087,2.5198e+08
243,874800,1288942,6826,6156,1,96,4576,2140,1,109,0,96,0.000146499,0.0159684,99.9854,1.59684,56788,12457240,49962,12457240,49583,374,47726,5,1857,0,1857,0.000100076,0.0371682,99.99,3.71683,0,0,0,0,0,0,0,0,0,0,0,0,1953,-nan,-nan,-nan,-nan,0.000105656,0.03462,99.9121,3.462,97689,1230273,2.50646e+08
244,878400,1294725,5783,5264,0,30,3967,1768,0,48,0,30,0,0.00830019,100,0.830019,53425,12504882,47642,12504882,47104,524,45863,14,1241,0,1241,0.000293858,0.0260484,99.9706,2.60484,0,0,0,0,0,0,0,0,0,0,0,0,1271,-nan,-nan,-nan,-nan,0.00026205,0.0241273,99.7579,2.41273,144793,1225136,2.49295e+08
245,882000,1302935,8210,7382,2,38,4957,3190,2,61,0,38,0.000243605,0.00742996,99.9756,0.742996,59506,12556178,51296,12556178,50368,868,49276,60,1092,0,1092,0.00116968,0.0212882,99.883,2.12882,0,0,0,0,0,0,0,0,0,0,0,0,1130,-nan,-nan,-nan,-nan,0.00104191,0.0193762,99.2448,1.93762,195161,1222095,2.47952e+08
246,885600,1311496,8561,7719,5,24,5497,3023,5,36,0,24,0.000584044,0.00420512,99.9416,0.420512,65645,12613262,57084,12613262,55835,1177,54686,72,1149,0,1149,0.0012613,0.0201282,99.8739,2.01282,0,0,0,0,0,0,0,0,0,0,0,0,1173,-nan,-nan,-nan,-nan,0.00117298,0.0180516,99.1006,1.80516,250996,1224104,2.48855e+08
247,889200,1329413,17917,12494,3,216,4730,12949,3,235,0,216,0.000167439,0.013116,99.9833,1.3116,72296,12667641,54379,12667641,52867,1342,51819,170,1048,0,1048,0.00312621,0.0192721,99.6874,1.92721,0,0,0,0,0,0,0,0,0,0,0,0,1264,-nan,-nan,-nan,-nan,0.00239294,0.0177465,99.0344,1.77465,303863,1219271,2.47972e+08
248,892800,1335659,6246,5682,6,23,3499,2711,6,30,0,23,0.000960615,0.00480307,99.9039,0.480307,62543,12723938,56297,12723938,55237,908,54695,152,542,0,542,0.00269997,0.00962751,99.73,0.962751,0,0,0,0,0,0,0,0,0,0,0,0,565,-nan,-nan,-nan,-nan,0.00252626,0.00914571,97.4704,0.914571,359100,1222109,2.48933e+08
249,896400,1342201,6542,5975,8,25,3711,2790,8,33,0,25,0.00122287,0.00504433,99.8777,0.504433,63640,12781036,57098,12781036,55610,1278,55015,210,595,0,595,0.00367789,0.0104207,99.6322,1.04207,0,0,0,0,0,0,0,0,0,0,0,0,620,-nan,-nan,-nan,-nan,0.00342552,0.00986801,96.6677,0.986801,414710,1223794,2.48714e+08
250,900000,1348963,6762,6023,13,35,3537,3158,15,52,0,35,0.00221828,0.00769003,99.7782,0.769003,59742,12834016,52980,12834016,51663,1092,51225,225,438,0,438,0.00424689,0.00826727,99.5753,0.826727,0,0,0,0,0,0,0,0,0,0,0,0,473,-nan,-nan,-nan,-nan,0.00401727,0.00820194,96.4508,0.820194,466373,1221106,2.48236e+08
251,903600,1360340,11377,9410,31,35,2799,8496,32,50,0,35,0.00281269,0.00439483,99.7187,0.439483,56999,12879638,45622,12879638,44532,930,44339,160,193,0,193,0.00350708,0.00423041,99.6493,0.423041,0,0,0,0,0,0,0,0,0,0,0,0,228,-nan,-nan,-nan,-nan,0.00336848,0.00426323,98.3124,0.426323,510905,1214867,2.46684e+08
252,907200,1377539,17199,13965,159,285,4810,11880,169,340,0,285,0.00982615,0.0197686,99.0174,1.97686,65724,12928163,48525,12928163,47046,1148,46662,331,384,0,384,0.00682123,0.00791345,99.3179,0.791345,0,0,0,0,0,0,0,0,0,0,0,0,669,-nan,-nan,-nan,-nan,0.00760757,0.0110158,97.0929,1.10158,557951,1207504,2.44647e+08
253,910800,1382573,5034,4502,0,4338,0,313,0,4721,0,4338,0,0.937823,100,93.7823,55580,12978709,50546,12978709,50546,0,49051,0,1495,0,1495,0,0.029577,100,2.9577,0,0,0,0,0,0,0,0,0,0,0,0,5833,-nan,-nan,-nan,-nan,0,0.111839,100,11.1839,0,1205868,2.44427e+08
254,914400,1388289,5716,5189,0,22,4565,1124,0,27,0,22,0,0.00472358,100,0.472358,60976,13033969,55260,13033969,54898,362,53760,0,1138,0,1138,0,0.0205936,100,2.05936,0,0,0,0,0,0,0,0,0,0,0,0,1160,-nan,-nan,-nan,-nan,0,0.0191059,100,1.91059,54898,1211356,2.4583e+08
255,918000,1395644,7355,6494,0,11,6020,1318,0,17,0,11,0,0.00231135,100,0.231135,58928,13085542,51573,13085542,51351,222,50550,0,801,0,801,0,0.0155314,100,1.55314,0,0,0,0,0,0,0,0,0,0,0,0,812,-nan,-nan,-nan,-nan,0,0.0138813,100,1.38813,106249,1215780,2.46781e+08
256,921600,1404242,8598,7496,0,35,5678,2873,0,47,0,35,0,0.00546639,100,0.546639,56235,13133179,47637,13133179,47308,321,46141,8,1167,0,1167,0.000167937,0.0244978,99.9832,2.44978,0,0,0,0,0,0,0,0,0,0,0,0,1202,-nan,-nan,-nan,-nan,0.00014226,0.021588,99.907,2.1588,153557,1216160,2.46732e+08
257,925200,1412338,8096,6930,1,37,6130,1913,1,52,0,37,0.000123518,0.00642292,99.9876,0.642292,57472,13182555,49376,13182555,48754,606,47855,16,899,0,899,0.000324044,0.0182072,99.9676,1.82072,0,0,0,0,0,0,0,0,0,0,0,0,936,-nan,-nan,-nan,-nan,0.000295796,0.0165472,99.79,1.65472,202311,1216480,2.45556e+08
258,928800,1422284,9946,8800,0,26,6122,3788,0,36,0,26,0,0.00361955,100,0.361955,62790,13235399,52844,13235399,52238,593,51671,13,567,0,567,0.000246007,0.0107297,99.9754,1.07297,0,0,0,0,0,0,0,0,0,0,0,0,593,-nan,-nan,-nan,-nan,0.000207039,0.00960344,99.8693,0.960344,254549,1217049,2.46176e+08
259,932400,1430692,8408,7547,0,10,6105,2292,0,11,0,10,0,0.00130828,100,0.130828,64819,13291810,56411,13291810,55743,633,55150,35,593,0,593,0.000620446,0.0105121,99.938,1.05121,0,0,0,0,0,0,0,0,0,0,0,0,603,-nan,-nan,-nan,-nan,0.000539965,0.00931826,99.5837,0.931826,310292,1219408,2.45837e+08
260,936000,1437756,7064,6243,1,11,5381,1665,1,17,0,11,0.000141563,0.00240657,99.9858,0.240657,54983,13339729,47919,13339729,46964,905,46401,50,563,0,563,0.00104343,0.011749,99.8957,1.1749,0,0,0,0,0,0,0,0,0,0,0,0,574,-nan,-nan,-nan,-nan,0.000927559,0.0105487,99.278,1.05487,357256,1217080,2.45168e+08
261,939600,1445510,7754,6765,5,21,5660,2059,6,29,0,21,0.000773794,0.00374001,99.9226,0.374001,52988,13384963,45234,13384963,44467,723,44137,44,330,0,330,0.00097272,0.0072954,99.9027,0.72954,0,0,0,0,0,0,0,0,0,0,0,0,351,-nan,-nan,-nan,-nan,0.00094361,0.00677512,99.3552,0.677512,401723,1214212,2.44714e+08
262,943200,1453774,8264,7186,3,12,5807,2438,3,16,0,12,0.00036302,0.00193611,99.9637,0.193611,54704,13431403,46440,13431403,45621,751,45204,68,417,0,417,0.00146425,0.00897933,99.8536,0.897933,0,0,0,0,0,0,0,0,0,0,0,0,429,-nan,-nan,-nan,-nan,0.00129789,0.00791533,99.1409,0.791533,447344,1213083,2.4453e+08
263,946800,1470313,16539,7442,1,26,10595,5911,2,31,0,26,0.000120926,0.00187436,99.9879,0.187436,65259,13480123,48720,13480123,47674,956,47362,90,312,0,312,0.00184729,0.00640394,99.8153,0.640394,0,0,0,0,0,0,0,0,0,0,0,0,338,-nan,-nan,-nan,-nan,0.00140977,0.00525598,99.4437,0.525598,495018,1217306,2.45762e+08
264,950400,1475767,5454,4686,5,5,3476,1965,7,6,0,5,0.00128346,0.00110011,99.8717,0.110011,56525,13531194,51071,13531194,50211,758,49997,102,214,0,214,0.00199722,0.00419025,99.8003,0.419025,0,0,0,0,0,0,0,0,0,0,0,0,219,-nan,-nan,-nan,-nan,0.00192835,0.00389208,98.0015,0.389208,545229,1223973,2.47189e+08
265,954000,1480300,4533,4050,0,2850,0,1475,0,3058,0,2850,0,0.674608,100,67.4608,55598,13582259,51065,13582259,51065,0,49876,0,1189,0,1189,0,0.023284,100,2.3284,0,0,0,0,0,0,0,0,0,0,0,0,4039,-nan,-nan,-nan,-nan,0,0.0763876,100,7.63876,1,1231451,2.48876e+08
266,957600,1485657,5357,4778,0,52,2727,2554,0,76,0,52,0,0.014187,100,1.4187,53852,13630754,48495,13630754,48360,135,47421,0,939,0,939,0,0.0193628,100,1.93628,0,0,0,0,0,0,0,0,0,0,0,0,991,-nan,-nan,-nan,-nan,0,0.018848,100,1.8848,48361,1234348,2.49588e+08
267,961200,1491814,6157,5614,0,19,3577,2547,0,33,0,19,0,0.00535975,100,0.535975,56657,13681254,50500,13681254,50077,423,49268,0,809,0,809,0,0.0160198,100,1.60198,0,0,0,0,0,0,0,0,0,0,0,0,828,-nan,-nan,-nan,-nan,0,0.0148614,100,1.48614,98438,1236470,2.50416e+08
268,964800,1496096,4282,3843,0,17,3382,878,0,22,0,17,0,0.00513779,100,0.513779,52012,13728984,47730,13728984,47231,494,46669,5,562,0,562,0.000104756,0.0117746,99.9895,1.17746,0,0,0,0,0,0,0,0,0,0,0,0,579,-nan,-nan,-nan,-nan,9.61317e-05,0.0112282,99.8832,1.12282,145669,1235628,2.50417e+08
269,968400,1501073,4977,4590,0,6,3509,1461,0,7,0,6,0,0.00140647,100,0.140647,57986,13781993,53009,13781993,52726,274,52246,9,480,0,480,0.000169782,0.00905507,99.983,0.905507,0,0,0,0,0,0,0,0,0,0,0,0,486,-nan,-nan,-nan,-nan,0.00015521,0.00839858,99.8192,0.839858,198395,1241864,2.51485e+08
270,972000,1507280,6207,5646,0,27,4302,1858,0,47,0,27,0,0.0075721,100,0.75721,67644,13843430,61437,13843430,61015,414,60586,8,429,0,429,0.000130215,0.00698276,99.987,0.698276,0,0,0,0,0,0,0,0,0,0,0,0,456,-nan,-nan,-nan,-nan,0.000118266,0.00703684,99.8711,0.703684,259410,1253158,2.53919e+08
271,975600,1514568,7288,6672,0,9,4773,2504,0,11,0,9,0,0.00150933,100,0.150933,68256,13904398,60968,13904398,59979,972,59462,17,517,0,517,0.000278835,0.00847986,99.9721,0.847986,0,0,0,0,0,0,0,0,0,0,0,0,526,-nan,-nan,-nan,-nan,0.000249062,0.00773558,99.7667,0.773558,319389,1257901,2.5508e+08
272,979200,1520759,6191,5540,0,18,4074,2083,0,34,0,18,0,0.00549184,100,0.549184,66165,13964372,59974,13964372,59158,772,58608,44,550,0,550,0.000733651,0.00917064,99.9266,0.917064,0,0,0,0,0,0,0,0,0,0,0,0,568,-nan,-nan,-nan,-nan,0.000665004,0.00882642,99.2893,0.882642,378547,1264472,2.56178e+08
273,982800,1530022,9263,8558,9,24,3992,5229,10,32,0,24,0.00107956,0.0034546,99.892,0.34546,70179,14025288,60916,14025288,60344,496,59744,76,600,0,600,0.00124762,0.00984963,99.8752,0.984963,0,0,0,0,0,0,0,0,0,0,0,0,624,-nan,-nan,-nan,-nan,0.00122544,0.00900554,99.0716,0.900554,438891,1269429,2.56402e+08
274,986400,1534338,4316,3914,1,8,3445,860,1,10,0,8,0.000231696,0.00231696,99.9768,0.231696,56503,14077475,52187,14077475,51404,695,50800,88,604,0,604,0.00168624,0.0115738,99.8314,1.15738,0,0,0,0,0,0,0,0,0,0,0,0,612,-nan,-nan,-nan,-nan,0.00157514,0.0108667,97.9379,1.08667,490295,1265108,2.55387e+08
275,990000,1552231,17893,16952,9,6,4267,13608,9,9,0,6,0.00050299,0.00050299,99.9497,0.050299,84174,14143756,66281,14143756,65034,1113,64257,134,777,0,777,0.0020217,0.0117228,99.7978,1.17228,0,0,0,0,0,0,0,0,0,0,0,0,783,-nan,-nan,-nan,-nan,0.00169886,0.0093378,99.2008,0.93378,555329,1278136,2.61083e+08
276,993600,1558779,6548,5811,1,1,5975,570,1,2,0,1,0.000152718,0.000305437,99.9847,0.0305437,60356,14197564,53808,14197564,52674,954,51875,180,799,0,799,0.00334523,0.0148491,99.6655,1.48491,0,0,0,0,0,0,0,0,0,0,0,0,800,-nan,-nan,-nan,-nan,0.00299887,0.0132713,97.2358,1.32713,608003,1285477,2.61838e+08
277,997200,1564134,5355,4705,0,4444,0,392,0,4963,0,4444,0,0.926797,100,92.6797,49311,14241520,43956,14241520,43956,0,42364,0,1592,0,1592,0,0.036218,100,3.6218,0,0,0,0,0,0,0,0,0,0,0,0,6036,-nan,-nan,-nan,-nan,0,0.132932,100,13.2932,1,1280881,2.60156e+08
278,1000800,1569147,5013,4463,0,1,4614,398,0,1,0,1,0,0.000199481,100,0.0199481,56900,14293407,51887,14293407,51767,120,50439,0,1328,0,1328,0,0.0255941,100,2.55941,0,0,0,0,0,0,0,0,0,0,0,0,1329,-nan,-nan,-nan,-nan,0,0.0233568,100,2.33568,51768,1282430,2.60897e+08
279,1004400,1573246,4099,3551,0,5,2553,1534,0,12,0,5,0,0.00292754,100,0.292754,48710,14338018,44611,14338018,44074,537,42834,0,1240,0,1240,0,0.0277958,100,2.77958,0,0,0,0,0,0,0,0,0,0,0,0,1245,-nan,-nan,-nan,-nan,0,0.0257031,100,2.57031,95842,1271595,2.57817e+08
280,1008000,1577862,4616,4176,0,6,4289,319,0,8,0,6,0,0.0017331,100,0.17331,56121,14389523,51505,14389523,51114,391,49568,0,1546,0,1546,0,0.0300165,100,3.00165,0,0,0,0,0,0,0,0,0,0,0,0,1552,-nan,-nan,-nan,-nan,0,0.0276902,100,2.76902,146956,1270071,2.57141e+08
281,1011600,1582724,4862,4374,0,1,4546,315,0,1,0,1,0,0.000205677,100,0.0205677,52039,14436700,47177,14436700,47063,114,46094,0,969,0,969,0,0.0205397,100,2.05397,0,0,0,0,0,0,0,0,0,0,0,0,970,-nan,-nan,-nan,-nan,0,0.0186399,100,1.86399,194019,1270444,2.57263e+08
282,1015200,1590720,7996,7194,1,34,4686,3267,1,42,0,34,0.000125063,0.00525263,99.9875,0.525263,57458,14486162,49462,14486162,49121,333,48178,8,943,0,943,0.00016174,0.0190651,99.9838,1.90651,0,0,0,0,0,0,0,0,0,0,0,0,977,-nan,-nan,-nan,-nan,0.000156636,0.017143,99.8874,1.7143,243140,1270624,2.56992e+08
283,1018800,1602332,11612,10627,0,18,5095,6495,0,22,0,18,0,0.00189459,100,0.189459,74344,14548894,62732,14548894,62144,550,61388,38,756,0,756,0.000605751,0.0120513,99.9394,1.20513,0,0,0,0,0,0,0,0,0,0,0,0,774,-nan,-nan,-nan,-nan,0.000511137,0.0104649,99.6728,1.04649,305284,1279863,2.57193e+08
284,1022400,1607513,5181,4713,0,1,4947,233,0,1,0,1,0,0.000193013,100,0.0193013,56640,14600353,51459,14600353,50386,969,49494,104,892,0,892,0.00202103,0.0173342,99.7979,1.73342,0,0,0,0,0,0,0,0,0,0,0,0,893,-nan,-nan,-nan,-nan,0.00183616,0.0157662,97.9927,1.57662,355670,1275138,2.55957e+08
285,1026000,1612875,5362,4745,0,3,4973,385,0,4,0,3,0,0.00074599,100,0.074599,48715,14643706,43353,14643706,42731,546,42229,76,502,0,502,0.00175305,0.0115794,99.8247,1.15794,0,0,0,0,0,0,0,0,0,0,0,0,505,-nan,-nan,-nan,-nan,0.00156009,0.0103869,98.5826,1.03869,398401,1270754,2.55275e+08
286,1029600,1618689,5814,5253,1,11,4841,955,1,17,0,11,0.000171999,0.00292398,99.9828,0.292398,53971,14691863,48157,14691863,47444,595,46945,118,499,0,499,0.00245032,0.0103619,99.755,1.03619,0,0,0,0,0,0,0,0,0,0,0,0,510,-nan,-nan,-nan,-nan,0.00220489,0.00956069,97.9532,0.956069,445845,1273362,2.55695e+08
287,1033200,1624504,5815,5278,24,6,3864,1916,24,11,0,6,0.00412726,0.00189166,99.5873,0.189166,53633,14739681,47818,14739681,47186,518,46882,114,304,0,304,0.00238404,0.00635744,99.7616,0.635744,0,0,0,0,0,0,0,0,0,0,0,0,310,-nan,-nan,-nan,-nan,0.00257304,0.00587325,97.6268,0.587325,493031,1275188,2.56089e+08
288,1036800,1632924,8420,7942,5,8,3789,4617,5,9,0,8,0.000593824,0.00106888,99.9406,0.106888,60559,14791820,52139,14791820,51309,712,51134,118,175,0,175,0.00226318,0.00335641,99.7737,0.335641,0,0,0,0,0,0,0,0,0,0,0,0,183,-nan,-nan,-nan,-nan,0.00203108,0.00303836,98.5392,0.303836,544340,1278883,2.56283e+08
289,1040400,1639441,6517,5925,0,3077,0,3291,0,3226,0,3077,0,0.495013,100,49.5013,52109,14837412,45592,14837412,45592,0,44530,0,1062,0,1062,0,0.0232936,100,2.32936,0,0,0,0,0,0,0,0,0,0,0,0,4139,-nan,-nan,-nan,-nan,0,0.082289,100,8.2289,1,1273446,2.54828e+08
290,1044000,1648220,8779,7814,0,51,1362,7347,0,70,0,51,0,0.00797357,100,0.797357,52690,14881323,43911,14881323,43813,98,43513,0,300,0,300,0,0.006832,100,0.6832,0,0,0,0,0,0,0,0,0,0,0,0,351,-nan,-nan,-nan,-nan,0,0.00702221,100,0.70222,43814,1266922,2.53527e+08
291,1047600,1650024,1804,1714,0,1,1621,181,0,2,0,1,0,0.00110865,100,0.110865,49287,14928806,47483,14928806,47379,104,47015,0,364,0,364,0,0.0076659,100,0.76659,0,0,0,0,0,0,0,0,0,0,0,0,365,-nan,-nan,-nan,-nan,0,0.00742589,100,0.742589,91193,1266664,2.53655e+08
292,1051200,1652385,2361,2221,0,4,1966,390,0,5,0,4,0,0.00211775,100,0.211775,48569,14975014,46208,14975014,45880,327,45568,1,312,0,312,2.16413e-05,0.00675208,99.9978,0.675208,0,0,0,0,0,0,0,0,0,0,0,0,316,-nan,-nan,-nan,-nan,2.05893e-05,0.0065268,99.9576,0.65268,137073,1263037,2.52844e+08
293,1054800,1669478,17093,2901,0,2,4146,12945,0,2,0,2,0,0.000117007,100,0.0117007,66056,15023977,48963,15023977,48567,396,48234,0,333,0,333,0,0.00680105,100,0.680105,0,0,0,0,0,0,0,0,0,0,0,0,335,-nan,-nan,-nan,-nan,0,0.00507145,100,0.507145,185640,1264341,2.53543e+08
