hour,inventory_time,inventory_tx,cm inv,unique_tx,unique_fp,unique_fn,tp_inv,tn_inv,fp_inv,fn_inv,fn_index_inv,fn_expiry_inv,FPR inv,FNR inv,Accuracy % inv,Reprocess % inv,total_tx,cm total,entry_tx,cm entry,added_tx,tp_entry,tn_entry,fp_entry,fn_entry,fn_index_entry,fn_expiry_entry,FPR Entry,FNR Entry,Accuracy % Entry,Reprocess % Entry,exit_tx,cm exit,exited_tx,block_tx,debris,tp_exit,tn_exit,fp_exit,fn_exit,fn_index_exit,fn_expiry_exit,fn_index,fn_expiry,FPR Exit,FNR Exit,Accuracy % Exit,Reprocess % Exit,FPR,FNR,Accuracy %,Reprocess %,current_mempool_tx,shadow_mempool.size(),(fp_entry-fn_entry+fp_exit-fn_exit),non_block,shadow check,debris check
38,136800,132404,132404,117270,4,9709,102958,18384,4,11058,0,9709,3.02106e-05,0.0835171,99.997,8.35171,2180093,2047689,2047689,2047689,2035171,11887,2024719,631,10452,0,10452,0.000308152,0.00510429,99.9692,0.510429,0,0,0,0,0,0,0,0,0,0,0,0,20161,-nan,-nan,-nan,-nan,0.000291272,0.00986655,99.9709,0.986655,43656,1133289,-9821,0,33835,18446744073708452162,2.14424e+08,43656,0,1
39,140400,136029,136029,120216,4,9715,105932,19028,4,11065,0,9715,2.94055e-05,0.081343,99.9971,8.1343,2231609,2095580,2095580,2095580,2082807,12142,2072334,631,10473,0,10473,0.00030111,0.00499766,99.9699,0.499766,0,0,0,0,0,0,0,0,0,0,0,0,20188,-nan,-nan,-nan,-nan,0.000284548,0.00965133,99.9715,0.965133,91292,1135749,-9842,0,81450,18446744073708497317,2.15169e+08,91292,0,1
40,144000,138732,138732,122383,4,9716,108171,19491,4,11066,0,9716,2.88326e-05,0.0797653,99.9971,7.97653,2276907,2138175,2138175,2138175,2125293,12251,2114804,631,10489,0,10489,0.000295111,0.00490559,99.9705,0.490559,0,0,0,0,0,0,0,0,0,0,0,0,20205,-nan,-nan,-nan,-nan,0.000278887,0.00946679,99.9721,0.946679,133778,1133112,-9858,0,123920,18446744073708542424,2.15702e+08,133778,0,1
41,147600,141253,141253,124690,4,9717,110597,19585,4,11067,0,9717,2.8318e-05,0.0783488,99.9972,7.83488,2321310,2180057,2180057,2180057,2166938,12488,2156434,631,10504,0,10504,0.000289442,0.00481822,99.9711,0.481822,0,0,0,0,0,0,0,0,0,0,0,0,20221,-nan,-nan,-nan,-nan,0.000273552,0.0092926,99.9726,0.92926,175423,1128767,-9873,0,165550,18446744073708588399,2.15297e+08,175423,0,1
42,151200,144556,144556,127707,4,9718,113750,19734,4,11068,0,9718,2.76709e-05,0.0765655,99.9972,7.65655,2370282,2225726,2225726,2225726,2212308,12787,2201790,631,10518,0,10518,0.000283503,0.00472565,99.9716,0.472565,0,0,0,0,0,0,0,0,0,0,0,0,20236,-nan,-nan,-nan,-nan,0.000267901,0.00910693,99.9732,0.910693,220793,1130186,-9887,0,210906,18446744073708632336,2.15678e+08,220793,0,1
43,154800,147126,147126,130058,4,9719,116244,19809,4,11069,0,9719,2.71876e-05,0.0752348,99.9973,7.52348,2416255,2269129,2269129,2269129,2255447,13051,2244917,631,10530,0,10530,0.00027808,0.00464055,99.9722,0.464055,0,0,0,0,0,0,0,0,0,0,0,0,20249,-nan,-nan,-nan,-nan,0.000262803,0.00893904,99.9737,0.893904,263932,1127641,-9899,0,254033,18446744073708678008,2.15394e+08,263932,0,1
44,158400,150238,150238,132862,4,9722,119024,20135,4,11075,0,9722,2.66244e-05,0.0737164,99.9973,7.37164,2469239,2319001,2319001,2319001,2305104,13266,2294545,631,10559,0,10559,0.0002721,0.00455325,99.9728,0.455325,0,0,0,0,0,0,0,0,0,0,0,0,20281,-nan,-nan,-nan,-nan,0.000257164,0.0087614,99.9743,0.87614,313589,1128199,-9928,0,303661,18446744073708727078,2.16144e+08,313589,0,1
45,162000,153434,153434,135611,4,9724,121771,20580,4,11079,0,9724,2.60698e-05,0.0722069,99.9974,7.22069,2522810,2369376,2369376,2369376,2355360,13383,2344796,633,10564,0,10564,0.000267159,0.00445856,99.9733,0.445856,0,0,0,0,0,0,0,0,0,0,0,0,20288,-nan,-nan,-nan,-nan,0.000252496,0.00857893,99.9748,0.857893,363845,1134202,-9931,0,353914,18446744073708771328,2.18153e+08,363845,0,1
46,165600,160841,160841,142534,4,9731,124773,24978,4,11086,0,9731,2.48693e-05,0.0689252,99.9975,6.89252,2577902,2417061,2417061,2417061,2402589,13831,2391972,641,10617,0,10617,0.000265198,0.00439252,99.9735,0.439252,0,0,0,0,0,0,0,0,0,0,0,0,20348,-nan,-nan,-nan,-nan,0.000250203,0.00841886,99.975,0.841886,411074,1134058,-9976,0,401098,18446744073708818656,2.18391e+08,411074,0,1
47,169200,164196,164196,145345,4,9732,127710,25394,4,11088,0,9732,2.43611e-05,0.0675291,99.9976,6.75291,2626071,2461875,2461875,2461875,2447155,14064,2436527,656,10628,0,10628,0.000266464,0.00431703,99.9734,0.431704,0,0,0,0,0,0,0,0,0,0,0,0,20360,-nan,-nan,-nan,-nan,0.000251326,0.00826939,99.9749,0.826939,455640,1137580,-9972,0,445668,18446744073708859704,2.18997e+08,455640,0,1
48,172800,168044,168044,148731,4,9736,131089,25855,4,11096,0,9736,2.38033e-05,0.0660303,99.9976,6.60303,2678391,2510347,2510347,2510347,2495463,14207,2484808,677,10655,0,10655,0.000269684,0.00424443,99.973,0.424443,0,0,0,0,0,0,0,0,0,0,0,0,20391,-nan,-nan,-nan,-nan,0.000254257,0.00812092,99.9746,0.812092,503948,1144556,-9978,0,493970,18446744073708901030,2.19913e+08,503948,0,1
49,176400,171690,171690,152017,4,12966,131089,25992,4,14605,0,12966,2.32978e-05,0.0850661,99.9977,8.50661,2730371,2558681,2558681,2558681,2543797,14207,2532809,677,10988,0,10988,0.000264589,0.0042944,99.9735,0.42944,0,0,0,0,0,0,0,0,0,0,0,0,23954,-nan,-nan,-nan,-nan,0.000249417,0.00937345,99.9751,0.937345,1,1146521,-10311,0,-10310,18446744073708394785,2.2042e+08,1,0,1
50,180000,175325,175325,155345,4,13017,134541,26120,4,14660,0,13017,2.28148e-05,0.0836161,99.9977,8.36161,2783138,2607813,2607813,2607813,2592664,14472,2581640,677,11024,0,11024,0.000259605,0.0042273,99.974,0.42273,0,0,0,0,0,0,0,0,0,0,0,0,24041,-nan,-nan,-nan,-nan,0.000244688,0.00922843,99.9755,0.922843,48868,1149311,-10347,0,38521,18446744073708440826,2.21138e+08,48868,0,1
